鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,特殊交易備註,備註,電梯,停車位所在樓層,編號
北區,房地(土地+建物),臺南市北區開元路148巷33弄12號,335,其他,,,1121206,土地2建物1車位0,,001,透天厝,住家用,磚造,0490000,119.53,5,3,2,有,無,25000000,209153,,,,其他增建　(包含)公共設施保留地(用地),,無,,
中西區,房地(土地+建物),臺南市中西區民權路三段194號四樓之8,9.81,其他,,,1121118,土地1建物1車位0,四層,007,華夏,住家用,鋼筋混凝土造,0810611,68.49,3,1,1,有,有,4350000,63512,,,,陽台外推,,有,,
安平區,房地(土地+建物)+車位,臺南市安平區慶平路507之5號十八樓之2,10.26,其他,,,1120909,土地1建物1車位1,十八層,022,住宅大樓,住家用,鋼筋混凝土造,0840516,148.64,3,2,1,有,有,7800000,52476,坡道平面,,,,,有,B1,
安平區,房地(土地+建物)+車位,臺南市安平區民權路四段313號之9,80.22,其他,,,1121129,土地3建物1車位1,,004,透天厝,見其他登記事項,鋼筋混凝土造,0870113,215.04,4,2,4,有,無,10680000,49665,坡道平面,26.5,,其他增建,,無,B1,
安平區,房地(土地+建物)+車位,臺南市安平區健康路三段138號十九樓之2,55.83,其他,,,1121204,土地1建物1車位3,十九層,020,住宅大樓,見其他登記事項,見其他登記事項,1040903,395.27,3,2,4,有,有,39200000,99172,坡道平面,30.48,,,,有,B2,
中西區,房地(土地+建物),臺南市中西區北門路一段51巷13號六樓之11,6.52,其他,,,1121027,土地1建物1車位0,六層,006,華夏,住家用,鋼筋混凝土造,0790917,35.11,1,0,1,有,有,2000000,56958,,,,,,有,,
安平區,房地(土地+建物),臺南市安平區健康三街225號七樓之8,16.73,其他,,,1121128,土地1建物1車位0,七層,008,華夏,住家用,鋼筋混凝土造,0830603,107.94,3,2,2,有,有,6800000,62995,,,,,,有,,
北區,房地(土地+建物),臺南市北區北成路401號九樓之13,14.99,其他,,,1121119,土地1建物1車位0,九層,014,住宅大樓,見其他登記事項,鋼筋混凝土造,0990406,80.37,2,1,1,有,有,8500000,105758,,,,親友、員工、共有人或其他特殊關係間之交易,,有,,
安平區,房地(土地+建物),臺南市安平區育平路212號十一樓之35,5.37,其他,,,1121209,土地1建物1車位0,十一層,017,住宅大樓,住家用,鋼筋混凝土造,0840729,48,1,1,1,有,有,2400000,50000,,,,,,有,,
北區,房地(土地+建物)+車位,臺南市北區海安路三段812號二十一樓之3,15.21,其他,,,1121202,土地1建物1車位1,二十一層,024,住宅大樓,見其他登記事項,見其他登記事項,1090131,164.53,3,2,2,有,有,19500000,118518,坡道平面,33.37,,,,有,B4,
北區,房地(土地+建物),臺南市北區力行二街38號,90,其他,,,1121208,土地1建物1車位0,,002,透天厝,住家用,加強磚造,0700123,106.5,3,2,2,有,無,5880000,55211,,,,其他增建,,無,,
安平區,房地(土地+建物),臺南市安平區健康路三段360號,99.8,其他,,,1121214,土地1建物1車位0,,005,透天厝,見其他登記事項,鋼筋混凝土造,0990513,255.13,7,3,5,有,無,27900000,109356,,,,其他增建,,無,,
北區,房地(土地+建物),臺南市北區勝利路401巷11之2號,13.3,其他,,,1121215,土地1建物1車位0,,005,公寓,住家用,鋼筋混凝土造,0730724,48.15,2,1,1,有,無,3000000,62304,,,,其他增建,,無,,
安平區,房地(土地+建物)+車位,臺南市安平區平豐路210號三樓之2,23.17,其他,,,1121115,土地6建物1車位1,三層,007,華夏,住家用,鋼筋混凝土造,0840711,129.3,2,2,2,有,有,6600000,51043,坡道機械,,,,,有,B1,
安平區,房地(土地+建物)+車位,臺南市安平區育平九街192巷71號六樓之12,8.13,其他,,,1121128,土地1建物1車位1,六層,011,住宅大樓,住家用,鋼筋混凝土造,0830512,94.31,2,1,2,有,有,6300000,66799,坡道平面,,,,,有,B2,
北區,房地(土地+建物),臺南市北區忠義路三段22號九樓之3,10.67,其他,,,1121215,土地1建物1車位0,九層,012,住宅大樓,住家用,鋼筋混凝土造,0850905,115.05,3,2,2,有,有,6000000,52151,,,,親友、員工、共有人或其他特殊關係間之交易,,有,,
中西區,房地(土地+建物),臺南市中西區公園路86號,242.97,其他,,,1121205,土地5建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土加強磚造,0671004,677.94,5,4,6,有,無,45000000,66378,,,,其他增建,,無,,
安平區,房地(土地+建物)+車位,臺南市安平區育平路166號十二樓之8,14.28,其他,,,1121212,土地1建物1車位1,十二層,013,住宅大樓,見其他登記事項,鋼筋混凝土造,0880113,140.29,3,2,2,有,有,8500000,60587,坡道平面,,,陽台外推,,有,B2,
中西區,房地(土地+建物),臺南市中西區府前路一段283號四樓之3,6.06,其他,,,1121118,土地2建物1車位0,四層,012,住宅大樓,商業用,鋼筋混凝土造,0711217,67.06,,,,無,有,3570000,53238,,,,,,有,,
北區,土地,小北段10170001,191.38,其他,,,1121206,土地1建物0車位0,,,,,,,,,,,無,無,9580000,50058,,,,(包含)公共設施保留地(用地),,,,
中西區,房地(土地+建物),臺南市中西區大福街24巷7號,60,其他,,,1121211,土地1建物1車位0,,002,透天厝,住家用,加強磚造,0580203,90.02,4,1,2,有,無,6350000,70540,,,,頂樓加蓋　其他增建,,無,,
北區,房地(土地+建物),臺南市北區長榮路五段18號,45.03,其他,,,1121206,土地2建物1車位0,,013,住宅大樓,見其他登記事項,鋼筋混凝土造,0920916,160.32,3,1,3,有,有,3740000,23328,,,,親友、員工、共有人或其他特殊關係間之交易,,有,,
北區,房地(土地+建物),臺南市北區民德路103號之4,26.09,其他,,,1121217,土地2建物1車位0,,005,公寓,住家用,鋼筋混凝土造,0701223,73.99,2,2,1,有,無,3200000,43252,,,,,,無,,
北區,房地(土地+建物)+車位,臺南市北區北成路128巷45弄6號,31.41,其他,,,1121121,土地1建物1車位1,,009,華夏,住家用,鋼筋混凝土造,0841009,125.39,3,2,2,有,有,8950000,71378,坡道平面,,,其他增建,,有,B1,
北區,房地(土地+建物)+車位,臺南市北區西門路四段200巷23號八樓,37.19,其他,,,1120824,土地1建物1車位1,八層,009,華夏,見其他登記事項,鋼筋混凝土造,0851009,149.34,3,2,2,有,有,8860000,59328,坡道平面,,,,,有,B1,
北區,建物,臺南市北區大武街341號,,,,,1121218,土地0建物1車位0,,002,透天厝,住家用,加強磚造,0670119,142.12,3,2,2,有,無,2500000,17591,,,,,土地為向仁愛之家租賃使用。,無,,
北區,房地(土地+建物),臺南市北區小東路299巷26弄2之1號,52,其他,,,1121202,土地1建物1車位0,,004,公寓,住家用,鋼筋混凝土造,0701229,147.65,8,0,8,有,無,5850000,39621,,,,陽台外推,,無,,
中西區,房地(土地+建物),臺南市中西區中成路18號十五樓之8,2.97,其他,,,1121215,土地1建物1車位0,十五層,020,住宅大樓,住家用,鋼筋混凝土造,0860127,38.01,1,0,1,有,有,2950000,77620,,,,,,有,,
北區,房地(土地+建物)+車位,臺南市北區賢北街27巷22弄3號四樓,38.99,其他,,,1121205,土地1建物1車位1,四層,005,公寓,住家用,鋼筋混凝土造,0850920,98.68,2,2,1,有,無,6000000,60803,一樓平面,15,,,,無,1,
北區,建物,臺南市北區公園路591之46號十二樓之4,,,,,1121125,土地0建物1車位0,十二層,013,住宅大樓,住家用,鋼筋混凝土造,0831015,82.22,2,2,1,有,有,3680000,44758,,,,,土地為仁愛之家所有,有,,
中西區,土地,府前段07510000,15.95,其他,,,1121215,土地1建物0車位0,,,,,,,,,,,無,無,500000,31348,,,,(包含)公共設施保留地(用地),,,,
中西區,房地(土地+建物),臺南市中西區信義街46巷21號,106.42,其他,,,1120718,土地1建物1車位0,,001,透天厝,住家用,磚造,,45.51,2,1,2,有,無,15000000,329598,,,,其他增建,,無,,
中西區,房地(土地+建物),臺南市中西區府前路一段196巷17號,62.01,其他,,,1121125,土地2建物1車位0,,,透天厝,,,,,,,,無,無,3600000,89197,,,,親友、員工、共有人或其他特殊關係間之交易,,,,
安平區,房地(土地+建物),臺南市安平區郡平路274巷20弄3號,111,其他,,,1121124,土地1建物1車位0,,005,透天厝,住家用,鋼筋混凝土造,0811217,269.96,5,2,6,有,無,13500000,50007,,,,其他增建,鐵皮屋頂增建，頂樓增建，其餘增建依現況,無,,
安平區,房地(土地+建物),臺南市安平區慶平路388號十一樓之14,2.39,其他,,,1121110,土地1建物1車位0,十一層,013,住宅大樓,住家用,鋼筋混凝土造,0831216,29.05,1,1,1,有,有,1750000,60236,,,,,,有,,
北區,房地(土地+建物),,11.59,其他,,,1121222,土地1建物1車位0,,018,住宅大樓,住家用,鋼筋混凝土造,0840912,78.7,2,2,1,有,有,5800000,73695,,,,其他增建,,有,,
北區,建物,臺南市北區公園路655號五樓之2,,,,,1121207,土地0建物1車位0,五層,005,華夏,住家用,鋼筋混凝土造,0840906,32.22,1,1,1,有,無,1200000,37246,,,,,土地向仁愛之家承租。,有,,
安平區,房地(土地+建物)+車位,臺南市安平區國平北路188號二十八樓之3,8.13,其他,,,1091127,土地1建物1車位1,二十八層,029,住宅大樓,見其他登記事項,鋼筋混凝土造,1121017,103.78,,,,無,有,6720000,62282,坡道機械,12.1,1010000,預售屋、或土地及建物分次登記案件,,有,B5,
安平區,房地(土地+建物)+車位,臺南市安平區國平北路186號二十一樓之3,11.7,其他,,,1100608,土地1建物1車位1,二十一層,029,住宅大樓,見其他登記事項,鋼筋混凝土造,1121017,152.98,3,2,2,有,有,8370000,56116,坡道平面,30.55,1500000,預售屋、或土地及建物分次登記案件,,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區國平北路188號三樓之6,13.39,其他,,,1070325,土地1建物1車位1,三層,029,住宅大樓,見其他登記事項,鋼筋混凝土造,1121017,176.16,3,2,2,有,有,7900000,46472,坡道平面,33.28,1260000,預售屋、或土地及建物分次登記案件,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區國平北路188號十六樓之6,13.19,其他,,,1070114,土地1建物1車位1,十六層,029,住宅大樓,見其他登記事項,鋼筋混凝土造,1121017,173.44,3,2,2,有,有,8650000,50739,坡道平面,30.55,1400000,預售屋、或土地及建物分次登記案件,,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區國平北路188號五樓之5,8.33,其他,,,1100723,土地1建物1車位1,五層,029,住宅大樓,見其他登記事項,鋼筋混凝土造,1121017,111.57,,,,無,有,4880000,44062,坡道平面,30.55,1310000,預售屋、或土地及建物分次登記案件,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區國平北路188號十八樓之6,13.19,其他,,,1061210,土地1建物1車位1,十八層,029,住宅大樓,見其他登記事項,鋼筋混凝土造,1121017,173.44,3,2,2,有,有,8780000,51649,坡道平面,30.55,1400000,預售屋、或土地及建物分次登記案件,,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區國平北路186號十九樓之6,6.69,其他,,,1100528,土地1建物1車位1,十九層,029,住宅大樓,見其他登記事項,鋼筋混凝土造,1121017,86.3,,,,無,有,4400000,47842,坡道機械,12.1,850000,預售屋、或土地及建物分次登記案件,,有,B5,
中西區,房地(土地+建物),臺南市中西區中華西路二段646巷20弄6號,81,其他,,,1121202,土地2建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,0920515,218.53,4,2,5,有,無,18300000,83741,,,,陽台外推　頂樓加蓋　其他增建,,無,,
中西區,房地(土地+建物),臺南市中西區臨安路一段73號三樓之3,4.97,其他,,,1121222,土地3建物1車位0,三層,007,華夏,住家用,鋼筋混凝土造,0790920,23.37,1,0,1,有,有,1200000,51343,,,,(包含)公共設施保留地(用地),,有,,
中西區,房地(土地+建物)+車位,臺南市中西區府前路二段258巷25號三樓,31.41,其他,,,1121222,土地1建物1車位1,三層,007,華夏,住家用,鋼筋混凝土造,0820428,162.14,3,1,2,有,有,9500000,58590,坡道平面,,,親友、員工、共有人或其他特殊關係間之交易,,有,B1,
安平區,土地,金城段00320009,138,其他,,,1121029,土地1建物0車位0,,,,,,,,,,,無,無,16700000,121014,,,,,,,,
中西區,土地,立人段15180000,962.52,其他,,,1121225,土地10建物0車位0,,,,,,,,,,,無,無,38412680,39908,,,,(包含)公共設施保留地(用地),,,,
安平區,房地(土地+建物),臺南市安平區建平七街300號,84,其他,,,1121202,土地1建物1車位0,,004,透天厝,住商用,鋼筋混凝土造,0820421,295.7,6,2,4,有,無,16800000,56814,,,,,頂樓後面有增建,無,,
安平區,房地(土地+建物)+車位,臺南市安平區郡平路355號五樓之1,41.08,其他,,,1121121,土地1建物1車位1,五層,005,華夏,見其他登記事項,見其他登記事項,1110222,177.23,4,2,3,有,有,15500000,87458,一樓平面,23.56,,夾層,,有,1,
安平區,房地(土地+建物)+車位,臺南市安平區育平五街77號八樓之11,15.2,其他,,,1121210,土地1建物1車位1,八層,013,住宅大樓,住家用,鋼筋混凝土造,0850919,2708.58,3,2,2,有,有,8320000,54541,坡道平面,,,其他增建,,有,B2,
北區,房地(土地+建物)+車位,臺南市北區長榮路五段316號八樓之5,32.04,其他,,,1121210,土地1建物1車位1,八層,013,住宅大樓,見其他登記事項,鋼筋混凝土造,0911227,142.38,3,2,2,有,有,9550000,67072,坡道平面,,,,,有,B1,
安平區,房地(土地+建物),臺南市安平區育平二街138號,86.05,其他,,,1121226,土地1建物1車位0,,005,透天厝,見其他登記事項,見其他登記事項,0950707,263.86,5,1,4,有,無,15000000,56848,,,,親友、員工、共有人或其他特殊關係間之交易,二親等親友關係,無,,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段381號四樓,14.69,其他,,,1121116,土地1建物1車位1,四層,022,住宅大樓,見其他登記事項,見其他登記事項,1101213,156.42,3,2,2,有,有,15400000,107681,坡道平面,32.44,2050000,裝潢費,,有,B2,
北區,土地,東興段00080000,7,其他,,,1121209,土地1建物0車位0,,,,,,,,,,,無,無,303800,43400,,,,,,,,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段381號十五樓,14.69,其他,,,1121117,土地1建物1車位1,十五層,022,住宅大樓,見其他登記事項,見其他登記事項,1101213,156.42,0,2,2,有,有,14800000,102035,坡道平面,32.44,2150000,,,有,B1,
北區,房地(土地+建物),臺南市北區長榮路五段87號四樓,50.02,其他,,,1121225,土地1建物1車位0,四層,004,公寓,,鋼筋混凝土造,0680319,94.29,3,2,2,有,無,5000000,53028,,,,交易含多筆土地，有個別交易價格，本申報書申報之地號　交易標的含多棟(戶)建物，有個別交易價格，本申報書申報之主建號,,無,,
